Preparing directory CIFAR10_VGG16_100E
Using model VGG16
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
   1  7.5546    10.0867        10.0867         10.0867
   2  4.9134    10.6267        10.1533         10.5200
   3  5.0810    10.3133        10.3000         10.4333
   4  5.3869    10.5267        10.4933         10.5867
   5  5.1242    12.5000        10.7000         11.3933
   6  4.9814    13.7867        11.3867         12.4067
   7  4.8502    12.4067        12.3200         13.2600
   8  5.0607    10.8400        13.3000         13.7667
   9  5.1314    11.0533        13.3000         13.5667
  10  4.8414    11.0600        13.4067         12.8867
  11  5.1262    11.2667        13.1000         12.3000
  12  5.0310     9.9400        12.4667         11.6533
  13  4.7489    10.8400        12.2800         11.5733
  14  5.0008     9.8667        12.1533         11.6600
  15  5.3047    10.6733        11.9667         11.7467
  16  5.2119    15.8000        11.9133         11.9933
  17  5.0957    16.9133        12.0533         12.1733
  18  4.9530    15.8667        11.8667         12.1667
  19  5.0398    14.2533        11.8267         11.9133
  20  4.6476    14.8400        11.8933         12.1200
  21  5.0623    16.0400        11.9333         13.3267
  22  4.8456    16.2867        12.1333         15.5733
  23  4.6444    16.9400        12.2267         16.5533
  24  4.8895    16.8133        12.2533         16.8667
  25  5.4740    15.5800        12.3000         17.1467
  26  5.2970    15.1000        12.7267         17.0467
  27  4.8656    16.4733        13.3200         17.0133
  28  4.6649    16.5000        14.3467         16.9333
  29  4.9131    18.0600        15.2000         17.0267
  30  5.0578    18.5200        15.3533         17.1600
  31  5.0538    18.8400        15.6600         17.2400
  32  5.0744    19.3067        16.0133         17.3933
  33  5.3727    19.5667        16.1867         17.4933
  34  5.2220    19.8333        16.5333         17.6600
  35  5.0173    19.0467        16.5067         17.6733
  36  4.8219    19.9267        16.9867         18.1000
  37  4.8228    20.2733        17.0600         18.1600
  38  4.9590    18.9733        17.2467         18.6200
  39  4.7525    19.7133        17.4200         18.4867
  40  4.8889    19.7400        17.8000         18.8667
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  41  4.8654    19.8533        17.2800         18.8333
  42  5.0250    20.3933        17.8867         18.9933
  43  5.0838    22.5467        17.9067         19.0133
  44  5.7091    22.9267        18.2400         19.4600
  45  6.1541    22.9133        18.3667         19.5933
  46  5.9473    22.0733        18.8933         19.0333
  47  5.6961    22.6667        18.6267         20.0800
  48  5.8169    22.9467        18.7667         21.4933
  49  5.7604    23.2467        18.9333         22.3267
  50  5.4438    23.6800        18.8533         22.9733
  51  4.8223    23.9200        19.1667         23.4733
  52  5.1039    23.7600        19.2267         23.2400
  53  5.0534    23.6333        19.3867         23.5800
  54  5.0599    23.3733        19.9400         23.8133
  55  5.0157    24.2467        20.1733         23.7867
  56  4.8281    24.5533        20.9667         23.7667
  57  5.0244    24.7933        21.0467         23.7133
  58  5.0162    24.6600        21.4733         23.6400
  59  4.6818    24.5200        22.1200         23.7067
  60  4.8429    24.5267        21.9867         24.1733
  61  4.9794    24.3667        22.7133         24.1133
  62  4.8961    24.8133        22.6133         24.1000
  63  5.4400    25.5400        22.8333         24.2933
  64  5.2515    25.5733        23.2600         24.0600
  65  5.0804    25.7733        23.3533         24.2467
  66  4.8845    26.0533        23.2800         24.2200
  67  4.9055    25.9733        23.2600         24.2333
  68  5.0992    26.0333        23.7933         24.3400
  69  5.0271    25.3933        23.6800         24.4733
  70  4.8519    25.5133        23.9533         24.2400
  71  5.3542    26.5067        23.5600         24.2933
  72  5.1350    25.4467        23.7733         24.5067
  73  5.1559    25.9400        23.9000         24.3667
  74  5.5246    24.8867        23.7400         24.8867
  75  5.7453    24.4067        24.1400         24.4333
  76  4.7852    26.7067        23.7067         24.8533
  77  5.1130    24.5467        24.2067         24.9067
  78  5.2623    27.4267        24.1267         25.0133
  79  4.9615    25.9467        24.1133         24.8933
  80  4.9556    25.0000        24.1733         24.9667
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  81  5.3322    28.0533        24.1733         25.0067
  82  5.9956    25.9733        24.5533         24.9267
  83  6.0159    25.3933        24.2667         24.8467
  84  5.6513    28.0133        24.6333         24.9333
  85  5.8632    27.1733        24.3667         24.8133
  86  5.6247    27.0267        24.5333         24.9733
  87  5.9978    28.0333        24.4533         25.0467
  88  5.7821    26.7667        24.6267         25.2533
  89  5.9593    26.8933        24.8267         25.1200
  90  5.2614    27.8667        24.8467         24.9200
  91  4.4422    27.4733        24.3733         25.0467
  92  4.7843    27.6333        25.0400         25.7400
  93  4.8152    28.4400        25.2533         25.3933
  94  4.6960    28.3000        24.9667         25.5733
  95  5.1181    28.1133        24.6800         25.4267
  96  4.6926    29.0133        24.8067         25.4600
  97  4.9934    28.2333        24.7733         25.6267
