Preparing directory CIFAR10_VGG19BN_300E
Using model VGG19BN
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
   1  15.2584    11.5133        12.6267         12.3200
   2  12.5014     9.9867        13.6867         13.4933
   3  12.0861     9.9867        14.3133         14.2067
   4  11.8014     9.9867        15.1067         15.1733
   5  11.9991     9.9867        14.9533         15.1600
   6  12.0363    10.7267        15.1533         15.2867
   7  12.2836     9.4867        15.4600         15.1933
   8  11.8733     9.4867        15.5067         15.2600
   9  12.0694     9.4867        15.7533         16.0533
  10  11.9712     9.4867        15.8933         16.1467
  11  12.1325     9.4867        16.3600         16.7600
  12  12.0229     9.4867        16.7733         16.9667
  13  11.9416     9.4867        17.6133         17.6467
  14  12.0149     9.4867        17.8267         17.9000
  15  12.3757     9.5000        18.0533         18.6133
  16  12.1786     9.5000        18.6667         18.6400
  17  11.9127     9.5200        18.9933         19.1467
  18  12.0792     9.5667        19.2400         19.8000
  19  11.9057     9.7467        19.6133         19.9133
  20  12.0261    10.3733        19.9200         20.5933
  21  12.1542    11.3467        20.6000         20.8933
  22  11.7979    12.4800        21.2000         21.2467
  23  11.9267    13.8000        21.2667         21.6733
  24  11.9694    14.9600        21.9800         22.3600
  25  12.3136    16.2800        22.5867         22.6200
  26  12.3145    18.3667        22.5600         22.8800
  27  12.2647    19.9600        23.4600         23.2800
  28  12.9268    21.2333        23.5267         23.8667
  29  11.9397    22.4067        23.6467         24.2600
  30  12.5640    23.2000        24.0533         24.2733
  31  11.7216    24.5333        24.5467         24.4867
  32  12.0893    24.6200        24.2733         24.8600
  33  13.8768    25.6333        24.6533         25.0200
  34  13.7441    25.9667        24.7933         25.3067
  35  13.9997    27.1467        25.0667         25.7267
  36  11.9138    27.9867        25.6133         26.1800
  37  12.1336    27.8800        25.7133         26.1067
  38  11.9065    28.6600        26.0533         26.6867
  39  12.1051    29.0533        26.9800         26.7400
  40  12.1813    28.9467        26.9267         27.2733
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
  41  12.1159    29.2867        27.5267         27.6067
  42  12.0451    29.2800        27.7200         27.9933
  43  12.0381    30.3000        28.0600         28.2667
  44  11.8634    31.7933        27.7467         29.0067
  45  12.0899    33.1467        28.5200         28.9400
  46  12.2041    33.5133        28.8133         29.4200
  47  12.1243    34.5733        28.6400         29.1800
  48  12.0814    35.3133        29.2200         29.5400
  49  12.0780    34.3200        29.2600         29.9333
  50  12.4482    33.3067        29.5867         30.3133
  51  12.5522    33.5533        29.9467         30.8000
  52  12.1996    33.9800        30.4667         31.1200
  53  11.9664    34.4467        30.4067         31.3067
  54  12.2523    34.8733        31.1400         31.5533
  55  12.3448    35.7000        31.0600         31.8267
  56  12.2199    37.0067        31.1733         32.1200
  57  11.9840    37.2000        31.5133         31.9133
  58  11.7957    37.9267        31.9333         32.7133
  59  12.3726    37.9000        32.1067         32.6667
  60  12.2971    35.5667        32.4067         33.6200
  61  12.1412    34.8867        33.0400         33.6933
  62  11.8484    36.3067        33.0000         33.8067
  63  12.1321    38.0533        32.7533         33.6267
  64  12.4355    39.4467        33.2067         33.9267
  65  11.9224    39.2400        33.5533         34.1533
  66  12.7198    38.0600        33.7533         34.7667
  67  13.5408    37.7267        34.1133         34.8867
  68  13.1935    39.6667        34.5067         34.7533
  69  12.7040    40.8733        34.6000         34.8067
  70  13.1636    41.2400        34.4800         35.2400
  71  11.9006    41.0333        34.8067         35.4533
  72  11.8199    40.9867        35.3800         35.8933
  73  12.0695    40.4800        35.5333         36.0467
  74  12.0170    39.7267        35.4467         36.0000
  75  12.4272    40.7600        35.9667         36.1533
  76  11.8209    40.4600        36.0133         36.5533
  77  12.3129    40.9533        35.6400         36.9067
  78  11.9742    42.3267        36.6067         37.3600
  79  12.7127    43.0933        36.6533         37.2800
  80  14.0386    43.5400        36.6267         37.3600
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
  81  13.6145    43.9200        37.0400         37.8000
  82  13.6574    44.0000        36.8933         37.7867
  83  13.0767    43.9733        37.0667         37.8467
  84  12.9380    44.3467        37.2133         38.0333
  85  12.9635    43.4667        37.4533         37.9133
  86  12.9736    44.0333        37.0800         38.6467
  87  12.6992    45.0467        37.5133         38.7733
  88  13.1992    45.5667        38.3333         38.9733
  89  12.6176    45.4933        38.1733         38.8733
  90  12.2752    45.6733        38.0867         39.0933
  91  12.1928    45.2733        37.9867         39.3333
  92  11.8903    46.3733        38.5733         39.5200
  93  12.0430    46.7133        39.0333         39.5600
  94  12.0883    46.4400        38.8667         40.1400
  95  12.1079    45.6800        39.0467         39.8733
  96  11.8426    46.2533        38.8067         39.9467
