Preparing directory CIFAR10_VGG19BN_100E
Using model VGG19BN
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
   1  16.0039    10.0267        12.2467         12.3333
   2  14.1198     9.9867        13.9333         14.2200
   3  13.1092    10.0933        14.4733         14.4600
   4  13.0039    10.1267        16.9267         16.4733
   5  13.0077    10.5533        16.8600         16.9667
   6  13.1458     9.7267        18.4000         18.6000
   7  13.6692     9.0867        17.8133         18.1467
   8  13.4226    10.1067        18.2600         18.2133
   9  13.4119    10.0067        18.4867         18.5867
  10  12.4345    11.6267        18.7200         18.7600
  11  13.6779    11.7267        18.5933         18.5933
  12  13.5883    13.2133        18.7333         18.3467
  13  13.9308    14.4000        18.5400         18.3933
  14  13.0049    16.2267        18.3667         18.6400
  15  13.3364    15.6667        19.0533         18.9333
  16  13.4316    15.5533        18.7667         19.8400
  17  13.8468    14.2267        19.7867         20.9667
  18  13.9716    13.4000        20.7800         22.1133
  19  13.0599    13.8267        21.6800         21.7400
  20  13.3711    16.6333        22.1867         21.8333
  21  13.2253    17.9400        22.1133         22.1800
  22  13.6959    17.3333        22.3333         22.0933
  23  13.1340    15.8867        22.3133         22.2267
  24  13.9834    14.1333        22.3467         23.0600
  25  14.1238    15.0533        22.2933         22.3800
  26  13.3917    15.0933        22.0200         22.1400
  27  13.2623    15.5000        22.7667         22.5600
  28  13.9244    15.4200        22.2800         22.4600
  29  14.2106    15.6733        21.9933         22.5667
  30  13.2497    16.5533        22.2333         22.1467
  31  12.9586    17.7867        22.1200         22.1800
  32  13.4187    18.2000        21.9067         22.4667
  33  13.1831    18.6867        22.0867         22.6267
  34  13.3716    19.1733        22.2000         22.5200
  35  13.7261    20.7467        22.1733         22.4267
  36  14.1679    19.5333        22.2467         22.9067
  37  13.9011    20.7867        22.2067         22.6800
  38  13.4815    23.0000        22.6800         22.8400
  39  13.2407    23.4067        22.4800         22.8600
  40  13.4840    21.5800        22.5600         22.7867
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
  41  13.7389    20.8800        22.6933         23.0200
  42  12.9595    22.7133        22.8667         23.1933
  43  13.3472    21.0733        22.8133         23.5600
  44  13.5130    20.6733        23.1133         23.4533
  45  13.8850    19.9933        23.1000         23.1600
  46  13.2569    20.3400        23.0933         23.9067
  47  13.5202    20.7733        22.9600         23.6533
  48  13.3968    23.9000        22.9400         24.7267
  49  13.0553    25.9933        23.3267         24.6733
  50  14.3467    26.3133        23.7467         25.2333
  51  13.8079    24.2467        24.4867         25.3933
  52  13.2597    23.2333        24.5533         25.6600
  53  13.2306    24.9467        24.8867         25.7667
  54  13.0288    26.4533        25.2267         25.8733
  55  13.1442    25.0467        25.0867         26.1067
  56  13.7393    24.3667        25.2133         26.0600
  57  13.9110    25.0067        25.3933         26.7267
  58  12.6640    26.3667        25.4200         26.6533
  59  12.8696    28.1600        25.8000         26.8800
  60  12.5088    28.4267        25.8067         27.1667
  61  11.3571    26.2333        25.8733         27.5333
  62  11.5234    26.2067        26.2333         27.6267
  63  11.2137    28.1533        26.0667         27.6600
  64  11.0425    30.5867        26.3600         27.7533
  65  11.3556    31.2600        26.5600         28.1133
  66  11.2894    29.9200        26.7067         28.1600
  67  11.8445    30.7333        26.9333         28.2667
  68  12.1023    30.6733        26.8200         28.8867
  69  11.7897    30.9533        27.2867         28.9267
  70  11.8352    31.7667        27.0533         28.9933
  71  11.6998    30.9733        27.3000         28.9200
  72  12.0794    30.7600        27.8000         29.0600
  73  12.2051    30.4333        27.7933         29.3667
  74  11.9325    29.5133        27.8067         29.4667
  75  12.0885    26.4600        28.0000         29.6800
  76  11.8645    26.6533        28.2533         29.9933
  77  11.7312    29.5333        28.0200         29.9933
  78  11.8133    30.5600        28.4400         30.2000
  79  11.4750    24.9867        28.6533         30.7467
  80  11.5126    22.4667        28.4467         30.5200
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
  81  12.2125    27.1600        28.9067         30.6733
  82  11.9463    34.7267        29.0267         31.0200
  83  11.7320    33.4067        28.9267         30.8667
  84  11.4888    34.0667        29.1867         31.6067
  85  11.6623    31.6200        29.2133         31.6600
  86  11.4002    27.4600        29.3333         32.2000
  87  11.7370    29.6733        29.2800         32.2533
  88  11.6265    35.5400        30.0467         32.3667
  89  11.6649    36.4933        29.6733         32.8067
  90  11.1831    36.4533        29.9667         32.5467
  91  11.4685    36.5000        30.3600         32.8800
  92  11.3006    30.6267        30.5533         32.9533
  93  11.6069    29.7067        30.8667         33.1933
  94  11.0588    25.7267        30.6267         33.2067
  95  11.1544    34.9800        31.1400         33.9733
  96  11.2857    36.2133        30.9933         33.3733
