Preparing directory CIFAR10_VGG16_400E
Using model VGG16
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
   1  6.3258    10.0867        10.0867         10.0867
   2  4.5277    10.4467         9.9867         10.4467
   3  4.4655    10.4467        10.4467         10.4467
   4  5.1201    10.4467        10.4467         10.4467
   5  4.5399    10.4467        10.4467         10.4467
   6  4.5524    10.4467        10.4467         10.4467
   7  4.8724    10.4467        10.4467         10.4467
   8  4.5591    10.4467        10.4467         10.4467
   9  4.5056    10.4467        10.4467         10.4467
  10  4.1636     9.4867        10.4467         10.7600
  11  4.5515     9.4867        10.4467          9.4933
  12  5.3658    10.3200        10.4467          9.4867
  13  5.1155    10.9133        10.4467          9.4867
  14  5.0060     9.4867        10.4467          9.4867
  15  4.8805     9.4867        10.4467          9.4867
  16  4.8755     9.4867        10.4467          9.4867
  17  4.5691     9.4867         9.7800          9.4867
  18  5.0657     9.4867         9.4867          9.4867
  19  4.8807     9.4867         9.4867          9.4867
  20  5.1974    13.0267         9.4867          9.4867
  21  5.0732     9.4933         9.4867          9.4867
  22  4.7516    11.3933         9.4867          9.4867
  23  3.9514    15.2667         9.4867         10.0267
  24  3.9010    14.2933         9.4867         11.4333
  25  4.7521    14.9333         9.4867         12.9133
  26  4.3742    15.1333         9.4867         13.6600
  27  4.4595    15.3000         9.4867         14.0933
  28  4.1219    15.4467         9.4867         14.2933
  29  4.2524    15.8267         9.4867         14.7267
  30  4.2047    13.7867         9.4867         14.7133
  31  4.4215    15.5600         9.4867         15.2000
  32  3.9854    17.7400         9.4867         15.3333
  33  4.2527    16.3667         9.4867         15.3533
  34  4.3112    17.8067         9.4867         15.5067
  35  4.0607    17.5200         9.4867         15.5800
  36  4.3558    17.7800         9.4800         15.7600
  37  4.1371    17.1667         9.4800         15.7533
  38  4.1890    17.6333         9.5000         15.8200
  39  3.9983    16.3867         9.6533         15.9667
  40  4.2566    17.6667         9.9600         16.0133
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  41  4.0842    15.3067        10.4133         17.6200
  42  4.2791    17.5667        10.9800         17.4933
  43  4.1250    16.2533        12.1600         17.5867
  44  4.4140    17.3267        12.7467         17.7200
  45  4.5270    14.4133        12.8600         17.8267
  46  3.9514    13.5600        12.7933         17.8867
  47  3.9839    14.6267        12.5933         17.6800
  48  4.1702     9.7267        12.7667         17.7000
  49  4.1412     9.9867        12.4667         17.6200
  50  4.5139     9.9867        12.5667         17.5400
  51  4.1570     9.9867        12.6267         17.7933
  52  3.9718     9.9867        12.6467         17.8200
  53  4.1314     9.9867        12.6800         17.8667
  54  4.3986     9.9867        13.0800         18.0867
  55  4.4157     9.9667        13.2333         18.0267
  56  3.9523     9.9667        13.7067         17.8467
  57  4.2629    10.2867        14.1333         17.5400
  58  4.2761    11.7400        14.4333         17.2067
  59  4.0849    12.7000        14.9467         16.7600
  60  4.0920    13.1933        15.4800         16.2400
  61  4.4307    14.1467        15.7000         15.6267
  62  4.1001    16.8467        16.0333         15.3533
  63  4.1971    14.7400        16.2000         15.2467
  64  4.0450    14.4533        16.4867         15.3333
  65  4.0434    15.9067        16.6133         15.6933
  66  4.0305    16.2400        16.9467         15.5867
  67  4.4533    15.9000        17.0133         16.0333
  68  4.1474    17.6200        17.1533         16.0933
  69  4.3856    17.4533        17.1667         16.5333
  70  4.1735    17.3800        17.5000         16.2533
  71  4.6339    17.5133        17.4867         16.7733
  72  3.9201    17.7867        17.5533         16.6667
  73  5.0524    17.6400        17.3200         16.9533
  74  4.3251    17.6333        17.7333         16.9667
  75  4.7369    17.5400        17.3800         17.1867
  76  4.1354    17.3067        17.4533         17.3600
  77  4.0807    18.1400        17.4133         17.1467
  78  4.4686    17.9400        17.3267         17.3667
  79  4.1402    17.5400        17.3800         17.3400
  80  3.9799    17.2200        17.5667         17.3333
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  81  4.3375    17.8333        18.0067         17.4267
  82  4.1304    18.1467        18.2067         17.3333
  83  4.4677    18.4467        18.0867         17.5067
  84  4.4357    18.5267        18.0600         17.6667
  85  4.2310    18.9600        18.4267         17.6733
  86  4.0830    17.9333        18.5400         17.5400
  87  4.1759    18.5267        18.4067         17.4600
  88  4.4793    17.6533        18.6867         17.6067
  89  4.2498    15.2800        18.8333         17.7733
  90  4.3700    19.6200        18.3867         17.9467
  91  4.4440    15.2800        18.8067         17.6267
  92  4.1754    20.0333        18.7067         17.8867
  93  4.1657    18.2200        18.8333         17.7867
  94  4.4320    16.5467        19.0400         18.1000
  95  4.4413    17.4733        18.7067         18.0867
  96  4.1389    17.9733        19.0400         18.2867
  97  4.3734    18.1133        18.8600         18.4067
