Preparing directory CIFAR10_VGG19BN_500E
Using model VGG19BN
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
   1  12.0292    10.0067        12.2333         12.1867
   2  10.5237     9.9867        14.0867         14.3667
   3  9.8450    10.0867        14.4533         14.3533
   4  9.9085    10.1267        15.5667         15.6600
   5  9.7834    10.9667        18.8067         18.6600
   6  9.7198     9.7733        17.4333         17.7267
   7  9.7599     9.2467        17.3200         17.2067
   8  9.5707    10.4867        17.7933         17.5000
   9  9.7018    12.2333        18.0933         18.5667
  10  9.6178    13.7600        19.0400         18.5733
  11  9.8591    13.3000        18.4333         18.6133
  12  9.8381    13.7133        18.7867         18.5133
  13  10.0319    14.6067        18.8000         18.7067
  14  9.8221    14.8600        18.7867         19.2267
  15  10.0573    14.2533        19.6800         19.4600
  16  9.9506    14.2067        19.3933         20.0400
  17  10.0014    13.8800        19.8733         20.5933
  18  9.7431    13.3400        20.6133         20.9133
  19  9.5364    13.4267        20.9667         21.4200
  20  9.8198    15.8600        21.2067         21.6467
  21  10.1595    17.9200        20.9067         22.1067
  22  9.8859    18.4467        21.0533         21.6933
  23  9.6602    17.0267        21.7467         21.2467
  24  9.9256    15.0333        22.5800         22.9200
  25  9.7627    16.2533        22.6733         22.5267
  26  9.9052    16.0800        22.2133         22.6267
  27  9.7871    16.8667        22.4267         22.5000
  28  9.6513    15.9067        22.3933         22.6133
  29  9.8509    15.9333        22.6600         22.8400
  30  9.6404    16.2333        22.7067         22.7733
  31  10.2175    16.8200        22.7000         22.6267
  32  9.3292    17.0600        22.5800         23.2067
  33  9.7353    17.2333        22.9867         23.4133
  34  9.6139    17.4600        23.0267         23.4600
  35  9.7559    19.0533        22.9133         23.7667
  36  9.7237    18.5733        23.3533         23.8400
  37  9.6341    18.9933        23.2467         23.8733
  38  9.6438    19.7133        23.5067         23.9200
  39  9.9705    22.1600        23.4800         24.1867
  40  9.8030    21.2267        23.7067         24.4133
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  41  9.5815    20.3800        23.7067         24.4400
  42  9.6018    19.1733        23.8333         24.7067
  43  9.7302    17.7733        24.2067         24.6133
  44  9.8818    19.7000        24.0667         25.0733
  45  9.7794    21.0067        24.4533         24.9867
  46  9.6540    21.2133        24.3733         25.4667
  47  9.6439    22.2600        24.3267         25.1333
  48  9.5410    24.9067        24.2400         25.5467
  49  9.8369    26.6200        24.6733         25.7000
  50  10.3410    24.8467        24.7867         26.0133
  51  9.7871    25.0067        24.7733         25.9933
  52  9.8338    24.3267        24.9467         26.2667
  53  9.9401    27.9467        25.2133         26.4600
  54  10.0248    28.5867        25.4533         26.3267
  55  10.4861    28.9933        25.5333         27.0533
  56  9.9627    29.3067        25.5533         26.9867
  57  9.7900    27.3667        25.8733         27.2933
  58  9.4532    28.3867        26.0800         27.3800
  59  9.7048    29.3933        26.3867         27.7533
  60  9.5783    30.1867        25.9067         28.0267
  61  9.4744    28.9267        26.3067         28.1733
  62  9.4953    31.4667        26.6467         28.4133
  63  9.8003    31.5000        26.6733         28.4933
  64  9.6722    31.0467        26.9467         28.5333
  65  9.6079    30.9400        27.2667         29.0333
  66  9.7741    29.9733        27.4467         29.1067
  67  9.6299    32.6000        28.0267         29.0800
  68  9.9550    31.3533        27.9333         29.7133
  69  9.6821    32.9267        28.0467         29.6600
  70  9.7628    31.8000        28.1600         29.8067
  71  9.8287    29.2467        28.2533         30.0133
  72  9.7751    27.8267        28.3733         30.0267
  73  9.4373    28.4467        28.8467         30.1667
  74  9.7641    26.8533        28.8400         30.4933
  75  10.4668    21.7933        28.8800         30.6333
  76  9.6770    20.0267        29.0800         30.8267
  77  10.0607    28.2333        29.1600         30.7667
  78  9.6180    28.6867        29.4267         30.8200
  79  9.7077    27.6200        29.6600         31.5533
  80  9.4814    31.2267        29.6267         31.7400
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  81  9.9867    32.5333        29.9867         31.7267
  82  10.0681    31.7533        29.8067         31.8467
  83  9.9374    32.5800        29.8400         31.6733
  84  10.0221    33.7667        30.1933         32.0600
  85  9.7617    37.0533        30.2133         31.7333
  86  9.9741    33.0000        30.2400         32.7200
  87  9.5863    35.8400        30.5200         32.7067
  88  10.0385    29.5600        30.8200         32.7600
  89  9.8063    31.1600        30.4800         32.9933
  90  9.9105    29.6667        31.2000         33.4933
  91  9.7105    30.6067        30.9400         33.6133
  92  9.9727    34.7200        31.1467         33.5467
  93  10.1456    32.3400        31.3200         33.8000
  94  9.6013    26.9800        30.9400         33.5267
  95  9.8199    31.5800        31.4000         33.8400
  96  9.8431    35.3733        31.3933         34.1867
