Preparing directory CIFAR10_VGG19_500E
Using model VGG19
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
   1  6.6042    10.1267        10.1267         10.1267
   2  4.2308     9.4867        10.9400         11.0067
   3  4.3411     9.4867         9.4867          9.4867
   4  5.0201     9.4867         9.4867          9.4867
   5  4.4586     9.4867         9.4867          9.4867
   6  4.4514     9.4867         9.4867          9.4867
   7  4.3491     9.4867         9.4867          9.4867
   8  4.3056     9.4867         9.4867          9.4867
   9  4.2137     9.4867         9.4867          9.4867
  10  4.3821     9.4867         9.4867          9.4867
  11  4.6427    11.1067         9.4867          9.4867
  12  4.2137     9.4867         9.4867          9.4867
  13  4.4205     9.4867         9.4867          9.4867
  14  4.5470     9.9933         9.4867          9.4867
  15  4.1903     9.8667         9.4867          9.4867
  16  4.4231     9.8600         9.4867         12.3200
  17  4.3033     9.8667         9.4867         12.7200
  18  4.3180     9.4867         9.4867         12.6667
  19  4.4161     9.4867         9.4867         10.0000
  20  4.1740     9.4867         9.4867          9.4867
  21  4.4387     9.4867         9.4867          9.4867
  22  4.3713     9.5133         9.4867          9.4867
  23  4.1375    11.0333         9.4867          9.4867
  24  4.3792     9.5200         9.4867          9.4867
  25  4.5877     9.4867         9.4867          9.4867
  26  4.0663     9.4867         9.4867          9.4867
  27  4.5804     9.4867         9.4867          9.4867
  28  4.4958     9.4867         9.4867          9.4867
  29  4.4357     9.4800         9.4867          9.4867
  30  4.4797    12.8133         9.4867          9.4867
  31  4.4633    12.6133         9.4867          9.4933
  32  4.5861    10.4600         9.4867          9.5600
  33  4.5494    12.9000         9.4867         10.0267
  34  4.2092    13.0667         9.4867         10.6400
  35  4.4573    10.5200         9.4867         11.8933
  36  4.1082    10.8200         9.4867         12.0467
  37  4.5679    12.8800         9.4867         12.5267
  38  4.5664    12.7867         9.4867         12.6600
  39  4.4766    11.1867         9.4867         12.5800
  40  4.1801    12.5400         9.4867         12.6333
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  41  4.2193    12.5067         9.4867         12.8267
  42  4.4187    14.2133         9.4867         12.8067
  43  4.4151    13.3133         9.4867         12.7933
  44  4.3059    15.6133         9.4867         12.8200
  45  4.3689    12.0400         9.4867         12.7400
  46  4.5832    14.8467         9.4867         12.8467
  47  4.5026    10.9733         9.4867         12.6867
  48  4.6246    10.9667         9.4867         12.3600
  49  4.8401    13.9867         9.4867         12.1200
  50  4.8237    15.7667         9.4867         11.9200
  51  4.5057    13.1600         9.4867         12.1067
  52  4.3848    15.2000         9.4867         12.2000
  53  4.2890    16.1933         9.4867         12.4133
  54  4.4993    15.6133         9.4867         12.5067
  55  4.3479    15.5000         9.4867         13.5733
  56  4.5302    14.7333         9.4867         14.5400
  57  4.2586    16.1733         9.4867         15.0800
  58  4.4263    16.2267         9.4867         15.5800
  59  4.5622    15.7467         9.4867         15.7800
  60  4.5669    15.7400         9.4867         16.0400
  61  4.5972    15.9200         9.4800         16.1000
  62  4.5151    15.3333         9.4800         16.2000
  63  4.4603    15.3000         9.4800         16.4467
  64  4.5508    16.1000         9.4800         16.3800
  65  4.2863    15.7000         9.4733         16.2000
  66  4.5412    16.1333         9.4733         16.7267
  67  4.3834    15.1400         9.4467         16.2733
  68  4.6929    15.2400         9.4333         16.6467
  69  4.4195    16.1800         9.4800         16.7600
  70  4.8011    16.0133         9.4667         16.6867
  71  4.2460    15.2933         9.4733         16.8000
  72  4.4158    15.1600         9.5000         16.7667
  73  4.4725    17.3000         9.5133         16.8733
  74  4.5329    17.5667         9.5733         16.8000
  75  4.8949    17.5533         9.5933         16.6600
  76  4.2587    17.3200         9.5733         16.9467
  77  4.3033    17.0467         9.6467         16.5600
  78  4.4315    17.2333         9.7600         16.6467
  79  4.4239    17.9400         9.7600         16.9133
  80  4.1255    17.2800         9.7067         16.7133
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  81  4.4622    15.9933         9.8133         16.6200
  82  4.3197    16.6400         9.9333         16.4800
  83  4.2604    17.8133         9.9800         16.6400
  84  4.3820    17.5000        10.0400         16.8267
  85  4.3547    17.9933         9.9200         16.7067
  86  4.1056    16.8600        10.0400         16.6267
  87  4.4822    17.6000        10.1533         16.4867
  88  4.3722    18.2667        10.1200         16.4867
  89  4.5864    18.6733        10.1000         16.6200
  90  4.2434    17.6667        10.1400         16.4867
  91  4.3216    16.9933        10.2333         16.6867
  92  4.3004    17.2000        10.3200         16.6933
  93  4.5282    17.4667        10.1333         16.4867
  94  4.4391    17.2867        10.3067         16.3800
  95  4.4209    16.8533        10.3400         16.4133
  96  4.2939    17.2200        10.4600         16.6333
  97  4.4428    16.7067        10.5333         16.6800
