Preparing directory CIFAR10_VGG16BN_500E
Using model VGG16BN
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
   1  12.7980     9.6933        11.5133         11.4533
   2  11.8451    10.1267        15.6933         15.9133
   3  11.0317    12.8467        15.9000         16.1133
   4  11.0119    11.2267        18.2267         18.4667
   5  11.2865    10.8267        18.3333         18.7533
   6  10.9510    16.8800        18.7133         18.6867
   7  11.0286    18.2200        19.3800         19.5733
   8  10.6799    18.1400        20.5400         20.5333
   9  10.9846    15.8400        21.6267         21.6467
  10  10.1750    16.1533        22.2933         22.2067
  11  10.9684    17.3067        22.3267         22.7400
  12  10.9899    16.4667        23.0333         22.9733
  13  11.0545    14.4600        23.1400         23.9400
  14  11.1510    19.9267        23.4200         23.6667
  15  10.2716    22.4867        24.5400         24.6200
  16  10.3003    24.3133        24.8467         24.5867
  17  10.5161    25.3000        25.3067         24.8733
  18  10.4219    24.5133        26.0533         25.9133
  19  10.6533    24.0133        26.4467         26.5267
  20  10.5048    23.4333        27.2467         26.8733
  21  10.3111    25.7533        27.4067         27.7667
  22  10.9526    27.3733        27.9200         27.9267
  23  10.5121    26.0000        27.8800         28.0600
  24  10.6018    25.9133        28.4467         28.1400
  25  11.1733    24.4067        28.6400         28.7600
  26  10.6569    25.8000        29.0067         29.3267
  27  10.8047    28.3867        29.4667         29.2933
  28  11.0147    29.1533        29.5600         30.0533
  29  11.3006    29.5933        30.0600         30.3133
  30  11.0266    25.1667        29.8933         30.2533
  31  11.0542    24.7333        30.3400         30.7333
  32  10.8190    26.3067        30.7200         30.5200
  33  10.5984    25.3467        30.6333         31.1800
  34  10.9428    28.6067        31.5733         31.6133
  35  10.8337    29.9200        31.7267         31.5533
  36  10.4308    30.8733        31.7933         32.2800
  37  10.6926    30.4533        31.6600         32.3200
  38  10.6902    29.9867        32.0533         32.0800
  39  10.9777    31.8933        32.0533         32.6067
  40  10.9222    32.4400        32.3933         32.8600
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
  41  10.1878    31.5533        32.6867         32.9000
  42  10.8953    29.8000        32.5600         33.0200
  43  10.5288    31.8200        32.9667         33.6000
  44  10.6568    33.0133        33.1600         33.8733
  45  10.4519    32.0667        33.3333         33.7733
  46  10.9011    31.5867        33.6933         34.2600
  47  10.8285    31.7933        33.5000         34.4200
  48  10.8557    31.8533        34.0600         34.6200
  49  10.9109    34.0667        34.3067         34.8933
  50  11.5097    37.9467        34.4867         35.1600
  51  10.4603    36.5267        34.6267         35.0867
  52  10.7043    34.7067        35.1333         35.6600
  53  10.9351    32.7000        34.7333         35.5400
  54  10.1751    37.7733        35.2333         36.1800
  55  10.9605    37.7067        35.2267         36.4400
  56  11.2247    34.9533        36.1533         36.1867
  57  10.8980    36.0000        35.8067         36.7533
  58  11.1007    40.1200        35.9067         37.0133
  59  10.9266    39.5533        36.3333         37.0800
  60  10.5382    37.2800        36.5067         37.2667
  61  10.7437    37.4333        37.1467         38.0800
  62  11.0176    37.7667        37.2933         37.8467
  63  10.9508    42.4067        37.0800         38.6333
  64  10.4350    42.3933        37.6667         38.4467
  65  10.8510    41.9600        37.7867         38.3067
  66  10.6167    41.0733        37.8000         38.2933
  67  10.7602    43.5200        37.9933         38.8267
  68  11.1249    41.6133        38.4733         39.2933
  69  10.6237    43.0933        38.3467         39.2867
  70  11.0143    39.3267        38.5267         39.3600
  71  10.5987    41.5600        38.9400         39.4467
  72  10.6287    37.9467        38.9600         40.0067
  73  11.0254    39.6200        39.0533         39.8000
  74  10.9212    40.0467        39.5533         39.7333
  75  11.7746    38.6067        39.5200         40.0733
  76  10.3072    42.8667        39.3200         40.4867
  77  10.7179    39.7400        39.5867         40.4267
  78  10.9238    40.1733        39.6867         40.6200
  79  10.7928    44.2067        39.9733         40.9333
  80  11.7618    46.4133        40.1200         41.1200
----  -------  ---------  -------------  --------------
  ep     time    Val-acc    SWA-val-acc    ASWA-val-acc
----  -------  ---------  -------------  --------------
  81  11.7443    46.6933        40.5400         40.9333
  82  11.1151    46.1800        40.3533         40.9733
  83  8.5210    45.4200        40.7000         41.2200
  84  7.9049    45.2667        40.4467         41.6400
  85  8.4708    45.5867        40.9733         41.8400
  86  8.8309    39.2267        41.3733         42.1933
  87  8.3941    30.5933        41.0267         42.0000
  88  10.6150    32.5067        41.3733         42.1800
  89  9.9043    40.7667        41.4600         42.5000
  90  9.3313    45.1933        41.5533         42.5333
  91  9.6987    44.1333        41.7933         42.4133
  92  9.4782    47.6867        41.8400         42.8867
  93  9.3517    49.3533        41.9867         43.3533
  94  9.6352    46.8200        42.0600         43.3067
  95  9.5509    37.9933        42.4067         43.5067
  96  9.6755    39.5400        42.5200         43.6067
