Preparing directory CIFAR10_VGG16_300E
Using model VGG16
Loading dataset: CIFAR10
Files already downloaded and verified
Files already downloaded and verified
Preparing model
SWA and ASWA training
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
   1  7.8603    10.0867        10.0867         10.0867
   2  5.8805    10.4467         9.9867         10.4467
   3  5.4977    10.4467        10.4467         10.4467
   4  6.8252    10.4467        10.4467         10.4467
   5  5.5426    10.4467        10.4467         10.4467
   6  5.8759    10.4467        10.4467         10.4467
   7  5.7663    10.4467        10.4467         10.4467
   8  5.7260    10.4467        10.4467         10.4467
   9  5.6684    10.4467        10.4467         10.4467
  10  5.7115    11.4800        10.4467         10.5133
  11  5.1634     9.4867        10.4467         10.6200
  12  5.2811    11.8600        10.4467          9.6267
  13  4.8299     9.4867        10.4467          9.4933
  14  5.3562    10.6733        10.4467          9.4733
  15  4.9551     9.4867        10.4467          9.4933
  16  5.2920    10.1200        10.4467          9.4800
  17  5.2610     9.4867        10.2000          9.4867
  18  5.4854    11.0600         9.4733          9.4667
  19  5.3652     9.6400         9.4867          9.4867
  20  4.6184    10.8600         9.4867          9.4867
  21  4.6786    14.2133         9.4867          9.4867
  22  5.1562    14.0933         9.4867          9.5533
  23  5.0788    14.5200         9.4867         10.2133
  24  4.9718    15.5400         9.4867         11.7133
  25  5.5497    15.0267         9.4867         12.6733
  26  5.3015    15.5267         9.4867         13.3733
  27  4.9576    15.7600         9.4867         14.0400
  28  5.0461    13.6667         9.4867         14.1067
  29  5.2911    15.7267         9.4867         14.5933
  30  5.2598    16.8333         9.4867         14.8333
  31  5.4208    16.1267         9.4933         14.9733
  32  4.7546    17.4667         9.4800         14.9267
  33  5.1101    16.9867         9.5000         15.2933
  34  5.2196    16.8933         9.6467         15.4933
  35  5.1129    17.5133         9.8400         15.5333
  36  5.1501    15.8800        10.1800         15.6533
  37  5.1094    16.2000        11.1667         15.7667
  38  4.8445    17.3667        11.8467         15.7667
  39  5.2263    17.7733        12.5133         15.7933
  40  4.4976    17.7133        12.8667         15.8000
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  41  5.4706    17.7333        13.3000         17.3667
  42  5.3109    16.8200        13.6333         17.2667
  43  5.1157    16.2067        14.0533         17.4133
  44  4.9458    17.3267        14.5267         17.4533
  45  5.3488    17.0667        14.7067         17.6400
  46  4.5554    16.8267        15.0600         17.4800
  47  5.6931    16.2333        15.3200         17.6133
  48  5.0990    14.5200        15.6000         17.4733
  49  5.0396    16.7933        15.6667         17.6133
  50  5.7194    16.5667        15.9067         17.6733
  51  5.5076    15.9467        15.9400         17.7267
  52  5.1108    16.9667        16.0267         17.7800
  53  5.4648    17.2533        16.0200         17.5600
  54  5.0348    16.5200        16.1133         17.6200
  55  5.3037    17.6667        16.2333         17.7333
  56  5.2568    19.0400        16.0867         17.8800
  57  5.5342    16.2200        16.2067         17.8533
  58  5.2701    18.6400        17.3400         18.0533
  59  5.3408    18.3467        17.5067         17.9867
  60  5.1428    18.1800        17.6333         17.9667
  61  4.6497    18.5133        17.7667         18.1667
  62  4.8113    18.1467        17.6467         18.0467
  63  5.2573    18.2333        17.7333         18.0867
  64  5.3341    17.8200        17.8067         18.1733
  65  5.3455    18.9733        17.9267         18.1400
  66  5.2507    19.0267        18.0333         18.4533
  67  5.4181    19.1400        18.2400         18.5200
  68  5.4179    18.5467        18.4267         18.3733
  69  5.4759    19.4667        18.3400         18.4067
  70  5.1437    19.8200        18.3000         18.3867
  71  5.4113    19.0933        18.4267         18.5200
  72  5.2246    18.1467        18.3067         18.6267
  73  5.1074    18.2800        18.4667         18.7333
  74  5.3495    18.6933        18.3267         18.6600
  75  6.0951    19.9333        18.5000         18.7467
  76  5.0651    19.3800        18.4933         18.6400
  77  5.1220    18.3933        18.4867         18.4467
  78  5.4590    19.4200        18.6200         18.8133
  79  5.0488    17.7867        18.6933         18.7333
  80  5.1866    19.3267        18.6333         18.8000
----  ------  ---------  -------------  --------------
  ep    time    Val-acc    SWA-val-acc    ASWA-val-acc
----  ------  ---------  -------------  --------------
  81  5.3286    18.9667        18.5400         19.0200
  82  5.7398    18.6933        19.0133         18.7467
  83  5.3836    19.6733        18.6067         19.0333
  84  5.7105    19.5933        18.9000         19.0333
  85  5.8163    20.4067        19.0267         19.0067
  86  5.3734    20.1800        18.9400         19.1400
  87  5.1763    20.4733        18.9133         19.0467
  88  5.1416    20.2400        19.0533         19.0400
  89  5.3619    20.1133        19.1667         18.9133
  90  5.2408    21.3333        19.1000         18.9133
  91  5.6593    19.8667        19.1200         19.0267
  92  5.3296    21.7067        19.2333         19.0933
  93  5.0159    20.6267        19.5333         19.1933
  94  5.2396    21.2800        19.6133         19.3800
  95  5.2449    21.2333        19.5867         19.2267
  96  5.1397    21.3067        19.4333         19.2667
  97  4.9353    21.6733        19.6067         19.4867
